timestamp,question,answer,sources_json
2025-10-01T22:20:50Z,How many chances do master’s or Ed.S. students get to pass their final exam?,"fewer than 9 credits below the ""B--"" level. A graduate student may petition to take undergraduate courses on a pass/fail basis. Such a petition must be approved by the end of the add period for the term the course is taken.","[""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Thus%2C%20students%20may%20be%20dismissed%20if%20they%20accumulate%20fewer%20than%209%20credits%20below%20the%20%22B%C2%AD-%22%20level%2C%20and/or%20fail%20to%20make%20adequate%20progress%20in%20other%20aspects%20of%20their)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Pass/Fail%20Grades%3A%20Graduate%20courses%20cannot%20be%20taken%20pass/fail.)""]"
2025-10-01T22:24:05Z,How many chances do master’s or Ed.S. students get to pass their final exam?,"fewer than 9 credits below the ""B--"" level. A graduate student may petition to take undergraduate courses on a pass/fail basis. Such a petition must be approved by the end of the add period for the term the course is taken.","[""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Thus%2C%20students%20may%20be%20dismissed%20if%20they%20accumulate%20fewer%20than%209%20credits%20below%20the%20%22B%C2%AD-%22%20level%2C%20and/or%20fail%20to%20make%20adequate%20progress%20in%20other%20aspects%20of%20their)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Pass/Fail%20Grades%3A%20Graduate%20courses%20cannot%20be%20taken%20pass/fail.)""]"
2025-10-01T22:26:51Z,What is the minimum passing grade for graduate students?,"A-­ (3.67), B+ (3.33), B+ (3.33), B+ (3.33), C+ (2.33), C. A-­ (3.67), B+ (3.33), B+ (2.67), C+ (2.33), C-­ (1.67), D+ (1.33), D+ (1.33), D-­ (.67), F (0).","[""- Academic Standards (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Each%20individual%20program%20may%20set%20and%20announce%20standards%20for%20coursework%2C%20examinations%2C%20and/or%20research%20achievement%20that%20are%20more%20rigorous%20than%20the%20Graduate)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Courses%20at%20the%20700-%C2%ADlevel%20approved%20for%20graduate%20credit%20cannot%20be%20taken%20for%20pass/fail.)"", ""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Graduate%20credit%20is%20only%20granted%20for%20courses%20completed%20with%20a%20grade%20of%20B-%C2%AD%20or%20higher.)"", ""- Degree Conferral (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/graduation/#:~:text=Graduate%20students%20MUST%20have%20a%20cumulative%20GPA%20of%203.0%20or%20higher%20in%20order%20to%20graduate.)"", ""- Certificate Programs (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=Graduate%20certificate%20programs%20require%20the%20completion%20of%20at%20least%204%20graduate%20courses%20for%20a%20minimum%20of%2012%20credits%20of%20graduate%20coursework%20%28800-%20or%20900-level)""]"
2025-10-01T22:29:37Z,Tell me about cyber security,Cyber security is a technology that protects computers from cyber attacks.. Cyber security is a technology that protects people from cyber attacks.,"[""- COMM 802 (https://catalog.unh.edu/search/?P=COMM%20802)""]"
2025-10-01T22:31:54Z,How many credits is Nursing?,63. The program begins in January and includes two summer sessions. Graduates are eligible to take the Clinical Nurse Leader certification exam during their final semester.,"[""- Graduate Program Offerings > Direct Entry Master's in Nursing (DEMN) (https://catalog.unh.edu/graduate/programs-study/nursing/#:~:text=Designed%20for%20individuals%20with%20a%20B.S.%2C%20B.A.%2C%20or%20higher%20in%20a%20non-nursing%20field%2C%20this%20five-semester%2C%2063-credit%20program%20prepares%20students%20to%20practice%20as%20Registered)"", ""- Nursing: Direct Entry (M.S.) (https://catalog.unh.edu/graduate/programs-study/nursing/nursing-direct-entry-ms/)""]"
2025-10-01T22:33:27Z,when do classes begin,No. Classes begin at the end of the year.,"[""- Student Right, Rules, and Responsibilities (https://catalog.unh.edu/srrr/student-policies-regulations/financial-responsibilities/)""]"
2025-10-01T22:33:43Z,how do i find out who my academic advisor is,The Chairperson of the student's program will communicate the examination results to the Graduate School dean. (See academic standards for details.),"[""- Ph.D. Candidacy > Qualifying Examination (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=%28See%20academic%20standards%20for%20details.%29)""]"
2025-10-01T22:34:00Z,how do i withdraw?,By obtaining a withdrawal form from the Graduate School website.. A student may request to fully withdraw from their graduate degree program during any semester by obtaining a withdrawal form from the Graduate School website. Students who formally withdraw are required to apply for readmission if they subsequently desire to resume their academic program.,"[""- Grades (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/grading/#:~:text=Failure%20to%20officially%20withdraw%20will%20result%20in%20an%20AF%20grade%2C%20which%20is%20maintained%20on%20the%20official%20student%20record%20and%20included%20in%20the%20grade%20point%20average%20%28GPA%29.)"", ""- Non-registration > Withdrawal (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=A%20student%20may%20request%20to%20fully%20withdraw%20from%20their%20graduate%20degree%20program%20during%20any%20semester%20by%20obtaining%20a%20withdrawal%20form%20from%20the%20Graduate%20School%20website.)"", ""- Non-registration > Readmission (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%20withdraw%2C%20who%20have%20their%20degree%20status%20discontinued%2C%20or%20whose%20time%20limit%20has%20expired%20and%20subsequently%20desire%20to%20resume%20their%20academic%20program%2C%20are)"", ""- Continuous Registration Policy > Degree Status Discontinued (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%20do%20not%20formally%20withdraw%20and%20do%20not%20register%20and%20pay%20for%20course%20credits%2C%20research%2C%20or%20continuing%20enrollment%20by%20the%20appropriate%20registration)"", ""- Dual Degrees (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/degree-requirements/#:~:text=If%20the%20student%20withdraws%20from%20one%20of%20the%20participating%20programs%2C%20the%20dual-degree%20arrangement%20is%20automatically%20nullified.)""]"
2025-10-01T22:34:33Z,how do i file for a leave of absence,"a request for a leave of absence.. Students who, because of extenuating circumstances, are unable to pursue their graduate program may request a leave of absence for a maximum of one calendar year. Such circumstances may include medical reasons, military obligation, family emergencies, or hardship.","[""- Non-registration > Leave of Absence (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=https%3A//gradschool.unh.edu/student-resources/leave-absence)"", ""- Non-registration > Leave of Absence (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%2C%20because%20of%20extenuating%20circumstances%2C%20are%20unable%20to%20pursue%20their%20graduate%20program%20may%20request%20a%20leave%20of%20absence%20for%20a%20maximum%20of%20one%20calendar)"", ""- Policy and Procedure for Program Dismissals (https://catalog.unh.edu/graduate/academic-regulations-degree-requirements/academic-standards/#:~:text=Dismissal%20for%20Failure%20to%20Make%20Required%20Academic%20Progress)"", ""- Continuous Registration Policy > Degree Status Discontinued (https://catalog.unh.edu/graduate/general-information/registration/#:~:text=Students%20who%20do%20not%20formally%20withdraw%20and%20do%20not%20register%20and%20pay%20for%20course%20credits%2C%20research%2C%20or%20continuing%20enrollment%20by%20the%20appropriate%20registration)"", ""- Graduate Appointments 2025-2026 > Reappointment, Non-Reappointment and Termination (https://catalog.unh.edu/graduate/general-information/fees-financial-support/#:~:text=If%20the%20graduate%20student%20is%20eligible%2C%20and%20does%20initiate%20an%20appeal%20using%20the%20following%20procedure%2C%20s/he%20may%20be%20placed%20on%20leave%20of%20absence%20without%20pay%20during%20the)""]"
2025-10-01T22:35:54Z,What is full time status?,inactive status. Students who are full­-time may be granted full­- or half-­tuition scholarships for the academic year or semester. These awards provide for waiver of tuition and are subject to the maintenance of a high scholastic record in the Graduate School.,"[""- Applying for Admission > Incomplete Applications (https://catalog.unh.edu/graduate/general-information/admissions/#:~:text=Applications%20that%20remain%20incomplete%20after%20the%20deadline%20for%20a%20program%20has%20passed%2C%20or%20after%20the%20first%20day%20of%20classes%20of%20the%20term%20for%20which%20admission%20was%20desired%2C)"", ""- Scholarships and Fellowships > Scholarships for Full-­Time Students (https://catalog.unh.edu/graduate/general-information/fees-financial-support/#:~:text=Students%20who%20are%20full%C2%AD-time%20may%20be%20granted%20full%C2%AD-%20or%20half-%C2%ADtuition%20scholarships%20for%20the%20academic%20year%20or%20semester.)""]"
2025-10-01T22:46:29Z,What Computer Science courses are there?,CS 830 CS 830 CS 830 CS 830 CS 830 CS 830 CS 830 CS 830. CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS 830 Courses: CS,"[""- CS 830 (https://catalog.unh.edu/search/?P=CS%20830)""]"
2025-10-01T22:46:47Z,What is CS 830?,"CS 830 is a series of courses that are taught in CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830, CS 830","[""- CS 830 (https://catalog.unh.edu/search/?P=CS%20830)""]"
2025-10-01T22:48:44Z,What is Introduction to Artificial Intelligence?,Introduction to Artificial Intelligence. Artificial Intelligence is a process of analyzing and analyzing data.,"[""- UNHInnovation (https://catalog.unh.edu/graduate/general-information/research-scholarship/#:~:text=https%3A//innovation.unh.edu/)"", ""- The SHARPP Center for Interpersonal Violence Awareness, Prevention, and Advocacy (https://catalog.unh.edu/graduate/general-information/academic-support-services/#:~:text=www.unh.edu/sharpp%20.)"", ""- IAM 962 (https://catalog.unh.edu/search/?P=IAM%20962)""]"
2025-10-01T22:49:02Z,How many credits is CS 830?,830. CS 830 is the equivalent of CS 830.,"[""- CS 830 (https://catalog.unh.edu/search/?P=CS%20830)""]"
